postalcode,street,lat,lng,price,area,volume,floors,year_build,has_garden,type,photos,rooms
1063 GM Amsterdam,Jacob Melkmanstraat 6,52.38228,4.8240989999999995,268800,100,300,1,1945,1,woonhuis,25,4
1015 JP Amsterdam,Goudsbloemstraat 32,52.38098,4.885657,985000,205,645,5,1906,0,woonhuis,31,6
1058 LL Amsterdam,Bennebroekstraat 8 hs,52.35295,4.849,650000,110,336,2,1906,1,appartement,33,4
1060 TV Amsterdam,Pieter Calandlaan 514,52.3495,4.78597,249000,96,300,1,1998,0,appartement,21,4
1018 CT Amsterdam,Henri Polaklaan 40 C*,52.36728,4.911919999999999,2350000,372,800,5,1914,1,appartement,22,10
1012 BG Amsterdam,Molensteeg 16 B+C,52.3735,4.8999440000000005,598000,116,357,3,1906,0,appartement,36,5
1060 ST Amsterdam,Escudolaan 50,52.34492,4.785702,499000,168,605,4,1998,1,woonhuis,36,5
1023 AJ Amsterdam,Schermerstraat 40,52.39288,4.943728,230000,54,235,2,1927,1,woonhuis,29,3
1077 CK Amsterdam,Olympiaplein 23 hs,52.3491,4.867568,1250000,178,458,2,1928,1,appartement,32,6
1086 ZJ Amsterdam,IJburglaan 409,52.36251,4.983274,699000,156,420,3,2010,1,woonhuis,41,5
1102 TH Amsterdam,Boeninlaan 71,52.32053,4.9428279999999996,107000,37,109,1,1984,0,appartement,8,2
1046 Amsterdam,Limmerick Garagebox/Opslag,52.392109999999995,4.78938,16250,0,0,1,0,0,parkeergelegenheid,7,1
1071 MD Amsterdam,Valeriusstraat 41 2,52.35465,4.871027,899000,143,522,2,1906,0,appartement,33,7
1058 CE Amsterdam,Van Walbeeckstraat 5 -hs,52.36,4.850805,335000,73,204,1,1906,1,appartement,18,2
1015 PK Amsterdam,Tuinstraat 226,52.37656,4.879762,975000,126,400,4,1906,1,woonhuis,23,5
1096 AK Amsterdam,State Amsterdam,52.339529999999996,4.926469,340816,64,166,1,2019,0,appartement,6,2
1016 AA Amsterdam,Singel 204 F,52.37402,4.88866,350000,47,150,1,1925,0,appartement,11,1
1055 RZ Amsterdam,Nieuwpoortstraat 86 A8,52.38429,4.8583,410000,83,294,1,2017,0,appartement,20,2
1053 GD Amsterdam,Kinkerstraat 332 II,52.365,4.862887000000001,200000,28,91,1,1899,0,appartement,23,2
1097 HM Amsterdam,Bertrand Russellstraat 110,52.3478,4.92149,395000,104,323,2,1991,0,appartement,19,4
1095 CH Amsterdam,Javaplein 5 II,52.363929999999996,4.939863,225000,46,158,1,1915,0,appartement,13,2
1011 AJ Amsterdam,Prins Hendrikkade 105 -huis,52.37546,4.902857,1195000,219,927,2,1630,1,appartement,26,6
1056 GM Amsterdam,Admiraal De Ruijterweg 66 -1,52.37143,4.860993,350000,76,225,1,1906,0,appartement,16,3
1016 CK Amsterdam,Leidsegracht 2,52.36758,4.8861930000000005,1600000,183,500,5,1906,0,woonhuis,46,6
1011 CP Amsterdam,Nieuwe Ridderstraat 10,52.373470000000005,4.901947,885000,141,381,3,1906,0,woonhuis,12,4
1055 BN Amsterdam,Sanderijnstraat 29 hs,52.3773,4.85042,295000,68,253,4,1931,0,appartement,21,3
1021 NG Amsterdam,Smederij 44,52.381809999999994,4.9146849999999995,175000,42,135,1,1984,0,appartement,35,2
1051 JJ Amsterdam,Schaepmanstraat 244 -1,52.37978,4.868854,215000,38,126,1,1906,0,appartement,12,2
1087 LC Amsterdam,Johan Huijsenstraat 34,52.35068,5.008421,285000,82,261,1,2001,0,appartement,20,3
1011 TC Amsterdam,Prins Hendrikkade 172 H,52.37178,4.909758,850000,147,521,1,1906,0,appartement,22,4
1013 BX Amsterdam,Westerdoksdijk 645,52.38641,4.892558999999999,1200000,145,450,1,2009,0,appartement,29,4
1091 Amsterdam,Marcusstraat,52.361259999999994,4.915127,5000,0,0,1,0,0,parkeergelegenheid,7,1
1095 DW Amsterdam,Th. K. van Lohuizenlaan 232,52.36642,4.946521,325000,76,195,1,2004,0,appartement,26,3
1103 JT Amsterdam,Bijlmerdreef 1022,52.32144,4.968866,184000,114,295,2,2006,0,appartement,19,4
1060 RG Amsterdam,Ladogameerhof 310,52.34942,4.784233,265000,90,335,1,2003,1,appartement,24,3
1051 JC Amsterdam,Schaepmanstraat 3 I,52.37958,4.870901,239000,57,187,1,1937,0,appartement,22,3
1058 GX Amsterdam,Antillenstraat 19 1,52.35929,4.85101,330000,64,190,1,1930,0,appartement,21,2
1052 AA Amsterdam,De Wittenkade 17 2a,52.38478,4.880179,175000,34,90,3,1900,0,appartement,12,2
1087 EK Amsterdam,Maria Austriastraat 83,52.35649,4.995921,265000,79,235,1,2008,0,appartement,25,2
1091 PW Amsterdam,Afrikanerplein 76,52.3525,4.916482,300000,68,225,1,1930,1,appartement,28,3
1082 EC Amsterdam,Kastelenstraat 137 I,52.32582,4.877244,319000,84,278,1,1960,0,appartement,26,4
1012 BS Amsterdam,Bloedstraat 17 B,52.37292,4.8994,265000,44,141,1,2006,0,appartement,28,2
1056 PC Amsterdam,Orteliusstraat 351 2,52.374309999999994,4.846749,589000,112,353,2,1931,0,appartement,43,5
1058 Amsterdam,Saskia van Uijlenburgkade,52.35634,4.845816,42500,0,0,1,0,0,parkeergelegenheid,4,1
1083 GR Amsterdam,Arent Janszoon Ernststraat 97,52.33184,4.888376999999999,390000,111,320,1,1968,0,appartement,18,3
1057 SC Amsterdam,Hudsonstraat 107 II,52.36795,4.852931,250000,49,170,1,1924,0,appartement,28,2
1058 KB Amsterdam,Haarlemmermeerstraat 52 III,52.35638,4.850118,499000,82,264,2,1932,1,appartement,23,4
1073 VR Amsterdam,Nicolaas Berchemstraat 10 -E,52.35707,4.898507,500000,92,298,2,1991,0,appartement,23,4
1094 HN Amsterdam,Javastraat 106,52.363620000000004,4.936756,215000,0,0,1,0,0,,1,1
1013 TC Amsterdam,Spaarndammerstraat 95 I,52.39013,4.878592,230000,45,117,1,1932,0,appartement,23,2
1074 CT Amsterdam,Tweede Jan Steenstraat 106 IV,52.35696,4.903664,450000,74,220,2,1906,0,appartement,23,4
1018 RX Amsterdam,Blankenstraat 167 -1,52.37082,4.931277,190000,32,107,1,1905,0,appartement,17,2
1018 LP Amsterdam,Kleine Wittenburgerstraat,52.37194,4.921604,30000,0,0,1,0,0,parkeergelegenheid,10,1
1097 XJ Amsterdam,Weidestraat 2,52.34158,4.945869999999999,375000,74,227,3,1924,1,appartement,24,3
1056 KV Amsterdam,Korte Geuzenstraat 412,52.37092,4.8649309999999995,175000,31,85,1,1942,0,appartement,16,2
1068 ZV Amsterdam,Landzicht 35,52.36485,4.803637999999999,300000,125,420,2,2001,0,appartement,36,4
1104 ML Amsterdam,Kloekhorststraat 93,52.31732,4.969084,165000,71,245,1,1984,1,appartement,21,3
1064 HB Amsterdam,Slotermeerlaan 22 B,52.37212,4.819567,349000,140,366,3,2000,0,appartement,28,5
1067 MT Amsterdam,Jan van Duivenvoordestraat 13,52.37851,4.802636,239000,92,250,8,2002,0,appartement,31,3
1072 SW Amsterdam,Van Ostadestraat 137 hs,52.35256,4.894171,795000,128,329,2,1906,0,appartement,26,4
1095 KG Amsterdam,Bouwnummer (Bouwnr. 64),52.3695,4.963923,599900,183,475,6,2016,0,appartement,6,4
1055 CB Amsterdam,Esmoreitstraat 43 III,52.37793,4.851182,250000,57,171,1,1931,0,appartement,25,3
1012 VG Amsterdam,Singel 93 hs,52.37604,4.891516,1250000,253,837,2,1899,0,appartement,24,5
1079 VR Amsterdam,Hunzestraat 19 II,52.34451,4.905061,575000,120,398,3,1931,0,appartement,25,4
1013 HE Amsterdam,Brouwersgracht 256 BG,52.38256,4.885333,230000,37,108,1,1906,0,appartement,14,1
1058 DE Amsterdam,Postjeskade 13 -I,52.36376,4.856312,265000,48,126,1,1927,0,appartement,10,3
1055 AR Amsterdam,Griseldestraat 15 I,52.376459999999994,4.848848,259000,51,165,1,1939,1,appartement,16,3
1087 DC Amsterdam,Bernhard Eilershof 16,52.35794,4.993743,569000,151,552,3,2008,1,woonhuis,42,6
1068 PM Amsterdam,Oeverpad 546 *,52.3633,4.80887,495000,154,483,1,2001,0,appartement,32,5
1108 BK Amsterdam,Leerdamhof 121,52.30793,4.975544,225000,111,380,9,1980,0,appartement,26,5
1109 AW Amsterdam,Zomerstraat 20,52.30686,5.018233,259500,93,242,2,1960,1,woonhuis,20,4
1071 DJ Amsterdam,Museumplein 7 /I,52.35747,4.883339,2600000,234,800,2,1945,1,appartement,30,8
1071 NC Amsterdam,Johannes Verhulststraat 10 BOVEN,52.35586,4.876913,899000,136,476,3,1897,1,appartement,29,8
1016 SZ Amsterdam,Rozengracht 234 C,52.37219,4.874978,375000,68,221,1,1894,0,appartement,33,3
1091 TP Amsterdam,Overamstelstraat 24 II-A,52.35028,4.913584999999999,250000,47,150,3,1911,0,appartement,26,2
1083 GR Amsterdam,Arent Janszoon Ernststraat 87,52.3318,4.888694,385000,111,320,1,1968,0,appartement,17,3
1092 HA Amsterdam,Transvaalstraat 17 III,52.35543,4.9271139999999995,319500,50,161,2,1913,0,appartement,19,2
1051 MC Amsterdam,Donker Curtiusstraat 53,52.37838,4.871338,275000,60,152,1,1998,0,appartement,24,2
1056 XG Amsterdam,Jan Haringstraat 17 A-1,52.37669,4.8607569999999996,289000,52,182,1,1939,0,appartement,21,4
1051 EP Amsterdam,Groen van Prinstererstraat 66 II,52.38264,4.872375,189000,37,124,1,1906,0,appartement,20,1
1052 XZ Amsterdam,Frederik Hendrikplantsoen 100 hs,52.3787,4.875093,375000,70,215,1,1906,1,appartement,23,3
1074 BM Amsterdam,Hemonystraat 35 II,52.35692,4.902722,399000,65,209,1,1882,0,appartement,13,3
1068 DA Amsterdam,Ruimzicht 316,52.3618,4.80995,275000,92,238,1,1960,0,appartement,19,3
1015 PC Amsterdam,Tuinstraat 189,52.37647,4.879892,975000,134,417,4,1906,1,woonhuis,29,6
1019 PG Amsterdam,Bogortuin 42 M73,52.37767,4.933571,27500,0,0,1,0,0,parkeergelegenheid,4,1
1019 HD Amsterdam,Veembroederhof 81,52.376670000000004,4.922804,480000,114,330,1,2006,0,appartement,29,4
1033 CN Amsterdam,Spicastraat 3,52.4149,4.89076,225000,65,205,2,1927,1,woonhuis,19,3
1095 GH Amsterdam,Mataramstraat 15,52.3612,4.945075,225000,62,186,1,1982,1,appartement,16,2
1060 PL Amsterdam,Lomondlaan 55,52.34932,4.7809610000000005,349000,123,407,3,1998,1,woonhuis,29,5
1102 TE Amsterdam,Boris Pasternakstraat 439,52.317440000000005,4.943968,148500,60,185,1,1984,0,appartement,18,3
1067 TL Amsterdam,Raasdorperweg 80,52.3731,4.760926,0,133,420,2,1979,1,woonhuis,13,5
1067 XW Amsterdam,Burgemeester Röellstraat 596,52.37737,4.804587000000001,215000,0,0,1,0,0,,1,1
1073 TW Amsterdam,Van Ostadestraat 296 hs,52.35335,4.89984,850000,132,498,1,1906,1,appartement,33,4
1015 ND Amsterdam,Anjeliersstraat 45,52.37798,4.8848720000000005,200000,30,70,1,2011,0,appartement,18,1
1071 VA Amsterdam,Balthasar Floriszstraat 39 -1,52.35333,4.885191000000001,339000,52,150,1,1906,0,appartement,16,2
1082 HG Amsterdam,Van Nijenrodeweg 385,52.327529999999996,4.877694,169011,34,111,1,1966,0,appartement,24,2
1058 NC Amsterdam,Legmeerstraat 65 I,52.35188,4.851582,275000,51,172,1,1930,0,appartement,21,2
1095 AT Amsterdam,Molukkenstraat 37 3,52.36481,4.939736,429000,78,250,4,1925,0,appartement,20,3
1016 CR Amsterdam,Leidsegracht 78 /hs,52.36606,4.881880000000001,1750000,240,700,6,1906,1,appartement,60,6
1016 AT Amsterdam,Dubbeleworststeeg 2,52.36838,4.887253,1850000,325,910,4,1640,0,woonhuis,68,7
1079 WP Amsterdam,Kribbestraat 55 II,52.34095,4.903967,625000,110,338,2,1935,0,appartement,32,4
1016 EJ Amsterdam,Keizersgracht 365 E,52.368590000000005,4.8849160000000005,1000000,140,557,1,1725,0,appartement,14,3
1058 EM Amsterdam,Nachtwachtlaan 332,52.3631,4.843961,350000,98,250,1,1968,0,appartement,12,3
1052 JX Amsterdam,Van Oldenbarneveldtstraat 87 III,52.37458,4.87429,650000,118,412,2,1882,0,appartement,27,4
1069 EC Amsterdam,Langswater 366,52.35552,4.790227,175000,74,240,1,1963,0,appartement,26,3
1096 DS Amsterdam,STATE Amsterdam (Bouwnr. 305),52.33965,4.9245220000000005,3049915,488,1220,1,2016,0,appartement,4,7
1055 RZ Amsterdam,Nieuwpoortstraat 86 A 6,52.38432,4.8583,300000,62,216,1,2017,1,appartement,20,2
1079 BN Amsterdam,Uiterwaardenstraat 9 -I,52.34213,4.9113940000000005,369000,57,188,1,1934,1,appartement,22,3
1067 TE Amsterdam,Osdorperweg 926 D,52.37976,4.76242,450000,0,0,1,0,0,,1,1
1060 NT Amsterdam,Brenner 51 .,52.35135,4.774473,400000,0,0,1,0,0,,1,1
1091 BX Amsterdam,Ruyschstraat 87 HS,52.35814,4.912148,550000,88,293,1,2005,1,appartement,25,3
1051 MC Amsterdam,Donker Curtiusstraat 135,52.377990000000004,4.871548000000001,495000,98,312,1,1996,1,appartement,23,3
1091 EL Amsterdam,Weesperzijde 99 F,52.35196,4.911543,1955000,216,647,2,1896,1,appartement,22,4
1060 PK Amsterdam,Vätternkade 77,52.349309999999996,4.782,259000,115,300,2,1998,0,appartement,22,5
1022 KD Amsterdam,Noorderkwartier (Bouwnr. 37),52.406040000000004,4.931375,408396,136,340,2,2016,1,woonhuis,3,5
1106 XC Amsterdam,Ophemerthof 130,52.29557,4.965164,150000,73,190,1,1976,1,appartement,25,2
1086 VA Amsterdam,Haringbuisdijk 32,52.36378,4.983004,539000,127,449,3,2010,0,woonhuis,24,5
1087 GT Amsterdam,Erich Salomonstraat 589,52.35605,4.999186,315000,80,240,5,2008,0,appartement,7,3
1086 ZJ Amsterdam,IJburglaan 323,52.36255,4.982346,275000,95,280,1,2009,0,appartement,20,1
1012 WL Amsterdam,Singel 371,52.36914,4.888289,1450000,238,748,6,1906,0,woonhuis,47,8
1068 CE Amsterdam,Vrijzicht 63,52.3624,4.808330000000001,169500,53,128,1,1967,0,appartement,20,2
1093 CN Amsterdam,Wagenaarstraat 193,52.36332,4.926556,575000,113,345,4,1910,0,appartement,27,4
1069 EM Amsterdam,Dijkgraafplein 121,52.35545,4.787832,175000,100,260,2,1960,0,appartement,25,4
1051 AM Amsterdam,De Wittenkade 142 huis,52.382059999999996,4.874761,350000,68,227,1,1904,1,appartement,23,3
1058 EJ Amsterdam,Nachtwachtlaan 252,52.36241,4.843277,365000,98,255,1,1970,0,appartement,34,4
1077 ZR Amsterdam,Courbetstraat 21 -I,52.34502,4.8697,698000,126,448,1,1931,0,appartement,32,5
1017 RE Amsterdam,Leidsekruisstraat 15 3,52.36353,4.88512,349000,45,105,1,1955,0,appartement,12,2
1056 HL Amsterdam,Bestevâerstraat 135 -1,52.37695,4.858798,250000,50,169,1,1906,0,appartement,15,2
1071 ED Amsterdam,Pieter de Hoochstraat 65 HS,52.35477,4.885603,950000,165,470,3,1913,1,appartement,36,6
1071 LS Amsterdam,Hondecoeterstraat 28 IV,52.35303,4.878575,375000,61,174,4,1913,0,appartement,16,2
1057 SZ Amsterdam,Bartholomeus Diazstraat 11 H,52.37011,4.854621,425000,85,220,1,1995,0,appartement,24,3
1072 JE Amsterdam,Cornelis Trooststraat 22 I,52.35038,4.887768,350000,59,180,4,1908,0,appartement,21,2
1069 ED Amsterdam,Langswater 493,52.356590000000004,4.789593,139000,61,165,1,1967,0,appartement,21,3
1069 LB Amsterdam,Baden Powellweg 41,52.34835,4.7953660000000005,200000,92,300,2,1964,0,appartement,35,4
1019 AX Amsterdam,Panamakade 37,52.372859999999996,4.944314,585000,86,420,2,2006,1,woonhuis,44,5
1091 CK Amsterdam,Blasiusstraat 19 -1,52.35647,4.908261,310000,51,169,1,1884,0,appartement,28,2
1051 BM Amsterdam,Van Hogendorpstraat 139 I,52.38302,4.873883,225000,41,125,1,1906,0,appartement,12,2
1073 CJ Amsterdam,Govert Flinckstraat 320 -hs,52.35646,4.899221,1975000,330,1000,1,1882,1,appartement,11,6
1016 AA Amsterdam,Singel 204 F,52.37402,4.88866,350000,47,150,1,1925,0,appartement,11,1
1054 TR Amsterdam,Derde Kostverlorenkade 27 -III-IV,52.35968,4.856845,559000,103,278,2,1912,0,appartement,34,4
1107 RC Amsterdam,Tielstraat 103,52.29197,4.9690129999999995,162000,71,200,1,1985,0,appartement,8,3
1055 RL Amsterdam,Juliana van Stolbergstraat 51 II,52.38069,4.856391,165000,46,138,1,1937,0,appartement,19,2
1011 DG Amsterdam,Willem Frederik Hermansstraat 127,52.37632,4.907575,750000,128,330,1,2012,0,appartement,28,4
1055 LT Amsterdam,Admiraal De Ruijterweg 251 2,52.37834,4.857080000000001,315000,66,300,2,1906,0,appartement,23,5
1011 TM Amsterdam,Foeliestraat 10 -III,52.3715,4.91019,499000,100,269,2,1930,0,appartement,18,4
1060 TN Amsterdam,P. Hans Frankfurthersingel 94,52.34665,4.795069,499000,162,499,1,2004,1,appartement,33,5
1060 NM Amsterdam,Schotse Hooglanden 48,52.352340000000005,4.770427,475000,178,515,4,1995,1,woonhuis,27,6
1066 GG Amsterdam,Duke Ellingtonstraat,52.34381,4.826893,18500,0,0,1,0,0,parkeergelegenheid,7,1
1097 CE Amsterdam,"Wakkerstraat 10 1,2&3",52.35414,4.928659,775000,210,547,3,1906,0,appartement,35,8
1054 GK Amsterdam,Vondelstraat 59 B,52.36144,4.874999,1095000,148,602,2,1885,0,appartement,32,3
1095 LG Amsterdam,Zeeburgerdijk 774,52.366209999999995,4.948429,360000,0,0,1,0,0,,1,1
1018 VM Amsterdam,Nieuwe Kerkstraat 108 H,52.36435,4.9069720000000006,650000,138,372,2,1900,1,appartement,28,6
1071 AC Amsterdam,Vossiusstraat 16 II,52.36098,4.880879,1450000,208,600,3,1906,0,appartement,30,5
1098 ES Amsterdam,Linnaeusparkweg 248 hs,52.34908,4.941674,599000,92,325,1,1953,1,appartement,29,4
1055 CK Amsterdam,Tijl Uilenspiegelstraat 7 I,52.37836,4.850894,250000,67,171,1,1940,0,appartement,24,3
1087 DK Amsterdam,Bert Haanstrakade 182,52.359809999999996,4.9952190000000005,299000,97,427,9,2007,1,appartement,40,3
1017 KZ Amsterdam,Prinsengracht 692,52.36165,4.893819000000001,1850000,169,500,4,1672,1,woonhuis,27,8
1077 XJ Amsterdam,Henriëtte Bosmansstraat 44,52.34225,4.870425,1375000,171,579,3,1954,1,woonhuis,31,5
1068 JN Amsterdam,S. F. van Ossstraat 166,52.35587,4.811856,185000,78,195,1,1963,0,appartement,29,3
1086 Amsterdam,Cornelis Zillesenlaan,52.36358,4.9823129999999995,25000,0,0,1,0,0,parkeergelegenheid,3,1
1076 JJ Amsterdam,Van Tuyll van Serooskerkenweg 117 -I,52.3438,4.858928,299000,75,308,1,1931,0,appartement,13,4
1066 SW Amsterdam,Roeselarestraat 5,52.34825,4.802812,345000,108,383,3,1995,1,woonhuis,33,4
1035 CV Amsterdam,Wipmolen 4,52.4173,4.8894,158011,79,242,1,1963,0,appartement,27,3
1055 AA Amsterdam,Bos en Lommerplantsoen 25 K,52.37673,4.844428,140000,31,93,1,2012,0,appartement,23,1
1018 BM Amsterdam,Hoogte Kadijk 30,52.36996,4.913313,1450000,250,700,3,1906,1,appartement,50,13
1053 DP Amsterdam,Kinkerstraat 177 D,52.36571,4.867506,375000,70,217,1,1982,1,appartement,23,3
1087 KH Amsterdam,Willy Mullenskade,52.35284,5.000287999999999,19900,0,0,1,0,0,parkeergelegenheid,7,1
1066 XT Amsterdam,Ottho Heldringstraat 33,52.34843,4.833439,399000,116,361,6,2001,0,appartement,20,3
1017 DS Amsterdam,Keizersgracht 633,52.36384,4.894336,5749000,706,2118,5,1687,1,woonhuis,25,37
1019 HD Amsterdam,Veembroederhof PP,52.37673,4.923301,39000,0,0,1,0,0,parkeergelegenheid,5,1
1019 ND Amsterdam,Venetiëhof 178,52.37685,4.947783,435000,89,270,1,1994,0,appartement,20,3
1093 JL Amsterdam,Domselaerstraat 15 II,52.35986,4.926724,465000,86,216,2,1902,0,appartement,20,4
1055 CC Amsterdam,Esmoreitstraat 47 - II,52.378029999999995,4.851133,250000,56,185,4,1939,0,appartement,31,4
1091 EL Amsterdam,Weesperzijde 99 F*,52.35179,4.911541000000001,1895000,216,647,2,1896,1,appartement,22,4
1068 MS Amsterdam,Professor J.H. Gunningstraat 73,52.35348,4.803964,300000,77,200,1,2007,0,appartement,20,3
1072 ND Amsterdam,Eerste Jan Steenstraat 69 -B,52.35402,4.889573,319000,52,175,1,1965,0,appartement,22,3
1018 AK Amsterdam,Funenpark 353,52.36898,4.931049,550000,102,300,1,2008,0,appartement,20,4
1046 Amsterdam,Limmerick Garagebox/Opslag,52.392109999999995,4.78938,29250,0,0,1,0,0,parkeergelegenheid,7,1
1019 DP Amsterdam,Dirk Vreekenstraat 1,52.370509999999996,4.9355970000000005,40000,0,0,1,0,0,,1,1
1091 XZ Amsterdam,Danie Theronstraat 34 III,52.35184,4.915385,275000,54,166,1,1928,0,appartement,17,4
1019 PE Amsterdam,Bogortuin 7,52.37636,4.935834,675000,158,618,2,2001,0,appartement,48,3
1072 CG Amsterdam,Saenredamstraat 10 2,52.35568,4.887869,300000,44,134,1,1906,0,appartement,20,2
1071 ZK Amsterdam,Van Breestraat 111,52.35583,4.87305,2195000,266,1161,1,1906,1,woonhuis,76,11
1083 HA Amsterdam,Mensinge 15,52.33266,4.889066000000001,450000,135,402,1,1960,0,appartement,8,4
1019 DT Amsterdam,Rietlandpark 161,52.37342,4.935276999999999,375000,109,331,1,2001,0,appartement,23,3
1067 DB Amsterdam,Suze Groenewegplantsoen 24,52.3835,4.810587,225000,89,275,1,1993,0,appartement,33,4
1063 ZM Amsterdam,Lex Althoffstraat 21 -III,52.37904,4.829855,225000,43,230,1,1953,0,appartement,32,2
1013 PR Amsterdam,Roggeveenstraat 125,52.38969,4.886689,370000,75,215,1,1881,0,appartement,28,3
1069 SZ Amsterdam,Jan Smitstraat 6 30,52.35172,4.799904,16000,0,0,1,0,0,,1,1
1076 XK Amsterdam,Theseusstraat 15 -I,52.34877,4.861983,250000,41,103,1,1906,0,appartement,31,2
1054 ZE Amsterdam,Jacob van Lennepkade 19 II+III,52.36605,4.875973999999999,1250000,195,643,2,1887,0,appartement,41,6
1087 CJ Amsterdam,Maria Austriastraat 13,52.358090000000004,4.993015,479000,140,476,3,2008,0,woonhuis,24,5
1061 MJ Amsterdam,Willem Augustinstraat 206,52.37551,4.8387080000000005,325000,98,275,1,2013,0,appartement,19,3
1077 SG Amsterdam,Stadionweg 95 III,52.3465,4.87071,610000,103,367,1,1957,0,appartement,19,4
1087 AZ Amsterdam,Johan van der Keukenstraat,52.35978,4.990364,25000,0,0,1,0,0,parkeergelegenheid,1,1
1064 CT Amsterdam,Burgemeester Hogguerstraat 411,52.37227,4.8294,43000,0,0,1,0,0,parkeergelegenheid,4,1
1069 ED Amsterdam,Langswater 465,52.35655,4.789373,145000,60,180,13,1965,0,appartement,18,3
1068 JG Amsterdam,Eastonstraat 201,52.3565,4.81295,225000,77,202,1,1964,0,appartement,29,3
1081 JW Amsterdam,Amstelveenseweg 1150,52.3222,4.8572370000000005,795000,219,708,3,1938,0,woonhuis,18,10
1051 ED Amsterdam,Groen van Prinstererstraat 1 B,52.38511,4.871659999999999,425000,78,251,1,1904,0,appartement,29,3
1095 MB Amsterdam,John Blankensteinstraat 155 A,52.37328,4.9695279999999995,510000,122,398,2,2017,1,appartement,10,4
1056 JS Amsterdam,Willem de Zwijgerlaan 50 III,52.371809999999996,4.86394,250000,48,162,1,1935,0,appartement,17,2
1068 CD Amsterdam,Vrijzicht 18,52.36248,4.80796,37500,0,0,1,0,0,,1,1
1055 RZ Amsterdam,Nieuwpoortstraat 86 D 7,52.384370000000004,4.858142,650000,146,424,2,2017,1,appartement,20,3
1052 KJ Amsterdam,Van Oldenbarneveldtstraat 100 I,52.3738,4.873462,280000,50,165,1,1906,0,appartement,32,3
1098 BS Amsterdam,Bredeweg 34 huis,52.35485,4.930989,1100000,149,640,2,1906,1,appartement,32,4
1018 AK Amsterdam,Funenpark 367,52.36873,4.931841,975000,158,569,3,2009,1,woonhuis,54,5
1056 GN Amsterdam,Admiraal De Ruijterweg 82 -III,52.3716,4.860094999999999,700000,156,420,2,1910,0,appartement,27,5
1015 HJ Amsterdam,Palmgracht 5 C,52.3821,4.884839,500000,86,283,4,2009,0,appartement,21,3
1060 PJ Amsterdam,Ladogameerhof 72,52.3508,4.7811699999999995,325000,129,420,2,1997,1,appartement,32,3
1011 NV Amsterdam,Waterlooplein 9 -C,52.36911,4.901018,350000,54,178,1,1906,0,appartement,13,2
1015 LK Amsterdam,Tweede Boomdwarsstraat 12,52.37871,4.88298,1500000,254,893,5,1723,0,woonhuis,45,8
1054 KS Amsterdam,Saxenburgerdwarsstraat 13 II,52.35849,4.861589,550000,83,196,2,1906,0,appartement,16,4
1012 JS Amsterdam,Dam 5 /X+Y,52.373090000000005,4.89409,16600000,676,2100,2,2017,1,appartement,20,11
1093 XR Amsterdam,Pieter Nieuwlandstraat 26 c,52.36153,4.927555,289000,68,220,1,1981,0,appartement,17,3
1016 RL Amsterdam,Lauriergracht 30 II,52.371809999999996,4.881752,850000,143,450,1,1906,0,appartement,27,3
1055 BA Amsterdam,Lanseloetstraat 9 H,52.376540000000006,4.849891,325000,71,239,2,1940,1,appartement,46,4
